id,question,answer
296,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Arcane，呢間餐廳開放式廚房讓食客能一窺澳洲籍主廚Shane Osborn烹調時的專注、體會他的熱情，以簡易方式烹調日本海鮮、澳洲牛肉和法國有機雞肉等食材，也反映了他對食材的尊重。讓用餐體驗更完滿，不妨請經驗豐富的侍酒師為您配對餐酒，當中涵蓋勃艮第、大洋洲和美國等地產物。價格合理的午膳套餐值得一試。。。
297,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Zest by Konishi，呢間餐廳佔地兩層，可先到上層欣賞風景並享用雞尾酒，再往下層品嘗當代法式美食。色調柔和的室內設計帶有自然氣息，氛圍悠閒輕鬆。主廚強調不時不食，採用來自日本、法國和本地的時令食材。品嘗套餐的主菜包括海鮮和肉類，配菜亦同樣出色。供二人分享的平原雞廣受歡迎，但備菜時間較長，建議提前查詢。。。
298,我想食日本菜，你有冇邊間推介呀？,你可以考慮吓長本，呢間餐廳告別柏屋後，大廚長本先生在原址另闢新店，並以全新面貌迎接客人：主餐室的吧檯由深棕色樹幹製成，安坐於此可以欣賞到主廚在席前準備菜餚。供應單一菜單，以最鮮美的當季食材製成懷石料理，從頭盤到甜品，處處顯露主廚對食材的透徹了解。服務員更會於席間介紹菜式由來和相關日本風俗，十分有趣。。。
300,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓陸羽茶室，呢間餐廳樓高三層的陸羽茶室不但深受本地食客歡迎，更有不少外地遊客慕名而至，故經常門庭若市。店內環境典雅，以酸枝椅和字畫作裝飾，充滿懷舊味道之餘又帶點殖民地色彩，別具特色。穿着白色外套的侍應工作敏捷而專注；茶室以傳統方法製作美味點心，乾炒牛河及脆皮炸子雞等小菜也值得一試。。。
301,我想食餃子，你有冇邊間推介呀？,你可以考慮吓王府，呢間餐廳王府扎根於威靈頓街多年，其北京水餃遠近馳名，多款餃子每天由人手新鮮包製。除了泡煮水餃外，店內亦有供應煎餃，餃子外皮煎至略帶焦脆，內餡仍保留着肉汁，份外味美。羊肉京葱餃和花素餃不容錯過，各款涼菜小吃亦別具京川風味。別忘了留意店家的是日精選，當中或會有一些新口味。。。
302,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓廚魔名人坊，呢間餐廳由廚魔梁經倫和名人坊的富哥攜手合作，令人引頸以待的菜單以傳統粵菜為主，你可找到富哥的招牌菜如燕窩釀鳳翼、花雕飛天雞等。另一方面，兩人也大膽地運用西式食材，創作出令人眼前一亮的菜式。例如魔幻脆皮大腸以混有黑松露的墨魚膠釀入豬大腸中，炸至外層香脆而內餡軟彈，且每口都溢滿香氣，值得一試。。。
303,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Estro，呢間餐廳自2021年開業以來，來自拿坡里的主廚一直選用意大利、法國及日本的優質食材，提供傳統意菜，並於午、晚餐時段各設不同套餐。招牌紅蝦奶凍呈現漂亮的珊瑚紅色，表面是滿滿的魚子醬，非常奢華。各式手工意粉也不容錯過，鈕扣造型的尤其富有特色。設有主廚餐桌，能與大廚作直接交流，惟須提早查詢。。。
304,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓營致會館，呢間餐廳裝潢典雅時尚，讓客人在舒適的環境中享用精緻美食。主廚着重選料新鮮，加上熟練的烹調技巧，炮製出細緻傳統的廣東菜。招牌菜脆香貴妃雞皮脆酥香、口感嫩滑。另外推介肉質鮮嫩中帶香脆的香葱爆乳龍。地下酒吧專售氈酒調製的雞尾酒，也有輕井澤威士忌等較特別的選擇。。。
306,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓嘗申滙，呢間餐廳位於商業大廈頂樓，餐廳共佔三層空間，客人先乘電梯到43樓，再由接待員安排入座。佈置以綠色絲絨為主，格調高雅，透過落地玻璃可俯瞰維港景色。主要提供上海和江浙佳餚，菜單羅列多款經典菜式，例如手撕四喜烤麩、龍鬚桂魚、香煎八寶飯，以及招牌菜桂花蜜汁火方。午市提供套餐，方便商務宴請。。。
307,我想食印度菜，你有冇邊間推介呀？,你可以考慮吓New Punjab Club，呢間餐廳餐廳供應北印度美食，客人會找到眾多以土窯爐烤製的佳餚，例如小食窯烤蛋，選用日本雞蛋搭配海螯蝦，蛋香濃郁，味道豐富。招牌菜則有以本地三黃雞烹調的Murgh Methi Tikka。菜式分量較大，不妨呼朋喚友共享，同時品嘗多款以氈酒調配的雞尾酒。服務令人感到賓至如歸。建議於網上訂座。。。
308,我想食雞肉串燒，你有冇邊間推介呀？,你可以考慮吓酉玉，呢間餐廳為了確保肉質鮮嫩，餐廳選用只有四十天大的雞隻，由日籍主廚製作成超過二十八種不同部位的串燒，當中包括雞胸腺等需預訂的特別部位，每一串都烤得恰到好處。廚師更會因應客人的進食速度預備食物，並親自送到面前。除了雞肉串，不同季節也會提供相應漬物，值得一試。但座位不多，建議訂座。。。
309,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓文華廳，呢間餐廳文華廳於2020年重新裝潢，採用深藍色調配合鳥籠設計的吊燈，融合中西設計細節，環境依舊優雅。菜單則加入不少傳統手工菜式，同時為經典注入新元素，例如特色菜松茸戈渣。不論點心、燒味或小菜，皆展現了廚師團隊扎實的廚藝。酒單方面亦增添新意，引入蒙瓶品嘗，由侍酒師為客人挑選餐酒，驚喜十足。。。
310,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Ami，呢間餐廳餐廳糅合美食與小酒館，菜單上可找到手切牛肉他他、即叫即焗的梳乎厘等經典法國菜式。現任年輕主廚來自法國南部，為這裏的菜餚注入更多新意。如果想有更完整的餐飲體驗，不妨選擇季節品嘗菜單。供應超過四百款蘇格蘭、日本等地的稀有威士忌，讓客人暢享美饌和佳釀。天氣晴朗的日子，到露台位置用餐更感悠閒寫意。。。
314,我想食德國菜，你有冇邊間推介呀？,你可以考慮吓Heimat，呢間餐廳名稱在德文解作「家鄉」，而餐廳的佈置和用餐氛圍，也洋溢着家的感覺。德籍主廚抱着回味美好童年回憶的願景，以精緻角度呈現家鄉菜餚，為食客帶來嶄新的德菜體驗。除了包含六道菜的品嘗菜單，午市也提供三道菜的套餐，並設有果汁配搭服務。飯後，餐廳會奉上小熊軟糖，充滿德國風情。。。
316,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Clarence，呢間餐廳由法籍大廚Olivier Elzer創立，在亞洲生活多年的經驗，啟發他以清蒸、鐵板燒等東亞技巧呈現法國美食，包括一系列將油封鴨、青蛙腿等法式經典製成串燒的Yakifrenchy菜式。部份菜式更設計成可供多人共享。餐廳劃為四個區域，賦予多元的餐飲體驗。如果只想來點輕食，可選擇帶日式風格的Raw & Wine Bar。。。
319,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓唐人館，呢間餐廳由已故鄧永鏘爵士構思及設計，是其繼倫敦唐人館後又一傑作。人手刺繡的牆紙、獨特的鏡飾、古董燈飾及線裝中式排版菜譜，中式傳統藝術與西方美學結合得天衣無縫，流露出典雅貴氣。菜單涵蓋粵、京、川等地美食及精製南北點心：老北京傳統掛爐烤鴨、唐人館叉燒和琉璃蝦球等，滋味無窮。。。
320,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓星記，呢間餐廳星記是中環區難得一見的粵式小菜館，以扎實的烹調技巧及新鮮食材見稱。以大廚名字命名的輝哥煎咸雞肉質嫩滑又惹味，值得一試。金榜醬戈巴焗大花蝦則鮮味十足，咸香的醬汁更可沾鍋巴來吃，十分香口。另建議預訂燉湯如杏汁花膠燉豬肺。餐廳於午市提供一系列價格實惠的小菜，甚受上班族歡迎。。。
321,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓都爹利會館，呢間餐廳廚師團隊選用高級食材，炮製出精緻粵菜。鮮蟹肉桂花炒蝦絲透出馥郁鮮香，炒開的雞蛋金黃如桂花，配搭清脆的銀芽，是這裏的招牌菜。都爹利吊炸雞經過近三百次反覆油淋，外皮薄脆，肉質嫩滑入味，充滿油脂香氣，建議提前預留。室內佈置令人恍若置身於藝術館，也會定期舉行藝術展覽，用餐體驗更為豐富。。。
322,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓廚魔，呢間餐廳由灣仔移師中環後，空間變得更寬敞舒適。除了引人注目的開放式廚房，餐室不同角落也以藝術品點綴，全都由主廚老闆精心挑選，充分展示香港文化元素，作為獻給這座城市的讚歌。和以往一樣，只提供套餐，菜式極具創意和特色，不但融合中式元素，設計更帶有藝術感，處處顯露主廚的心思。。。
324,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Cornerstone，呢間餐廳簇新而現代化的小餐館，佇立在蘇豪區之中，裝潢以灰色作主調，內外都型格十足。儘管老闆的定位是澳洲餐廳，卻選用來自世界各地的優質食材，菜式具有歐洲和亞洲元素，無論是味道還是口感都十分出色，而且服務員親切友善，價錢也物有所值。餐單每月更新數次，為常客保持新鮮感。只接受網上訂座。。。
325,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Neighborhood，呢間餐廳位於荷李活道旁的小巷，低調的門面呼應着簡約裝潢，氣氛悠閒舒適。老闆兼主廚曾於美國習廚，擅長烹調海鮮菜式，每天會到漁市場採購本地海產，以香料烹製的燻魚尤其不能錯過。菜單設約二十種定期更換的小吃，如果想分享，不妨預訂北海道喜知次海鮮飯、羊肚菌鹽焗雞飯等菜式，又或向店員查詢當天的菜單。。。
327,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Feuille，呢間餐廳法國主廚David Toutain首間在海外開設的餐廳，名字取自法文的「葉子」。採用本地生產及有機農場的食材，結合法式烹飪手法，炮製出蔬菜為主的時令美饌。品嘗菜單以植物的生命週期為主題，分為「穀物和種子」、「根莖葉」、「花和水果」及「起源」四個部分，小茴香雞蛋甜粟米、Feuille麵包和炭燒龍蝦等均值得期待。。。
328,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓Vea，呢間餐廳開放式廚房和櫃枱座位佔據餐室的主要位置，安坐此處可一睹廚師團隊揮灑自如的烹調過程。主廚採用中式及本地食材，結合現代法式烹飪技巧，展現中法聯乘的烹飪理念。他亦從自己的童年回憶和香港飲食文化獲取靈感，創作出八道菜的品嘗菜單，每道菜各有不同故事，滿載巧思。雞尾酒配搭饒富創意，值得一試。。。
329,我想食時尚意大利菜，你有冇邊間推介呀？,你可以考慮吓Noi by Paulo Airaudo，呢間餐廳大廚Paulo Airaudo與年輕主廚Luigi Troiano聯手，以現代烹飪技巧呈現意式美食。逾十道菜的套餐以每天直送自日本的海鮮為主，並會根據時令，每兩三個月更換食材。以北海道赤海膽配豌豆煮成的蒸蛋，味道出眾，是招牌之作；炭烤藍龍蝦亦同樣出色。葡萄酒配搭令用餐體驗更加完美，令人一試難忘。。。
331,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓永，呢間餐廳採主廚名字其中一字的中、英文拼湊成餐廳標誌，正反映其中、西交融的核心概念。套餐運用了大量本地及中式食材，以歐陸式烹調手法呈現中菜精髓。當中不乏創新配搭，也有經重新演繹的主廚經典創作。餐廳於每晚零時零分開放一個月後新一天的訂座，若想一試主廚手藝，務必準時登入網頁預約。。。
332,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Whey，呢間餐廳乳清是芝士製造過程中的副產品，餐廳以「Whey」命名，表明其物盡其用、支持可持續發展的決心。來自新加坡的主廚採用本地時令食材和有機農作物，把家鄉特色融入當代歐陸菜式之中。品嘗菜單滿載新加坡風味，招牌法式麵包配黑果醬令人回味，貓山王榴槤雪糕更是主廚的自傲之作，巧妙配搭魚子醬，為味蕾帶來驚喜。。。
333,我想食日本菜，你有冇邊間推介呀？,你可以考慮吓Godenya，呢間餐廳位置隱蔽，須由The Wellington旁的樓梯往上走進內街方可到達。其門面和內部設計同樣簡潔，設有以百年樹齡的柏木製成的六人長桌，亦備有包廂。提供割烹風格的主廚發辦套餐，食材九成來自日本，菜單和食材均能反映當季獨有風味。廚師熟知日本清酒的特色，會按菜式調整酒品的溫度，以突出其風味。。。
334,我想食壽司，你有冇邊間推介呀？,你可以考慮吓鮨．齋藤，呢間餐廳餐廳由日本大廚齋藤孝司監督，雖已開業逾年，但人氣持續高企，經常一位難求。要成功入座，必須在特定日子致電訂座熱線。成功訂座的幸運兒，才有機會於柏木製造的壽司枱前就座。廚師以秋田及長野的米混合煮成壽司飯，結合頂級時令海產、鹿兒島泉水和特製醬醋製作壽司，每一件都值得細味品嘗。。。
335,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Louise，呢間餐廳選址在具歷史價值的前已婚警察宿舍，室內飾以復古牆紙、水晶燈飾等，重塑三十年代殖民地風情。餐廳由法籍廚師Julien Royer監督，客人不妨先在樓下的酒吧淺酌，然後到樓上的主用餐區，享用選料上乘、賣相精緻的法式菜餚。其中，冷肉批、鴿胸配鴨肝及適合分享的烤本地三黃雞均值得一試。亦有侍酒師提供配酒服務。。。
337,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓大班樓，呢間餐廳大班樓於2022年遷址，並更改訂座方式，食客需按公佈於指定日子到網站登記，可說一位難求。廣受老饕支持，全因餐廳講究食材質素，一直自小型供應商和本地漁民取貨，配合扎實的烹調技巧，展現傳統粵菜精粹，雞油花雕蒸大花蟹為招牌菜式。雖只供應套餐，但選項甚豐，並因應時令調整，客人須提前以電郵提交選項。。。
338,我想食粥麵，你有冇邊間推介呀？,你可以考慮吓正斗粥麵專家，呢間餐廳坐落於機鐵站上蓋，這家粥麵店每天接待逾千個顧客，當中大部分是在附近工作的上班族，繁忙時間到訪，便要有排隊久候和拼桌的準備。店內的招牌鮮蝦雲吞麵和乾炒牛河都是受歡迎之選。此外，生猛大蝦粥亦值得一試；若喜歡一盅兩件，餐廳亦供應多款點心。有別於傳統粥麵店，室內設計時尚舒適。。。
340,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓口利福，呢間餐廳餐廳裝潢風格大膽：以麻將和招財貓點綴牆身，地庫掛有中西合璧的藝術品，加上背景響起的八十年代金曲，整室洋溢着熱鬧氣氛。菜單囊括傳統廣東菜及創意菜式，主廚巧妙地在經典菜餚中施以細微變化，令口味提升，例如用上沙薑製成的薑蓉來配搭脆皮三黃雞。部分菜式需提前預訂。。。
342,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓龍景軒，呢間餐廳坐擁維港美景，餐廳從世界各地搜羅優質食材，為傳統粵菜注入不一樣的元素，加上出色的烹調手法，令其一直深受粵菜愛好者歡迎。除了主菜單，亦因應時令供應當季菜式。各款燉湯用料豐富，不容錯過；若於午市到訪，不妨試試精美的點心。侍酒師會為客人提供餐酒建議，不嗜酒的朋友也不乏茶品選擇，當中包括有機凍汽茶。。。
343,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Belon，呢間餐廳搬遷後一改以往的小酒館風格，裝潢更加亮麗高檔。主廚擅於以法式烹調技巧料理本地時令食材，他不僅重新構思餐廳的經典菜餚，更推出多款全新菜式。廚房前設四人吧檯座位，讓食客一邊欣賞烹調過程，一邊享用包含餐酒配搭的精選四人菜單，惟須預約。單點菜單則提供烤全雞等招牌菜，適合多人分享。。。
344,我想食日本菜，你有冇邊間推介呀？,你可以考慮吓瑞兆，呢間餐廳主廚曾於銀座工作，與當地漁販關係良好，優質食材每天由日本直送到港。午市提供嘗味套餐及廚師發辦套餐，晚市則只供應一款廚師發辦套餐。來自鹿兒島薩摩的牛腰脊肉味香濃，是店裏的招牌菜。同樣值得一試的還有薩摩和牛配慢煮蛋黃，蛋香濃郁，牛肉入口即化。可向服務員查詢清酒配搭。需提早訂座。。。
345,我想食越南菜，你有冇邊間推介呀？,你可以考慮吓Brass Spoon，呢間餐廳這小小的麵店選址於寧靜的街區上，供應的是地道的越式河粉。於法國習廚的主廚兼店東注重細節，湯底以牛小腿骨熬煮逾十六小時而成，味道濃郁。設不同級別的美國牛肉供選擇，也可添加牛筋、牛柏葉、牛丸和扎肉等配料。菜單也有各種越式小食，如春卷和蒸粉卷等。小店頗受歡迎，要有排隊的準備。。。
346,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓家全七福，呢間餐廳環境富麗堂皇，名稱則包含了東主父親的名字及其在兄弟中的排序，也有傳承父親廚藝之意。東主自十四歲跟隨父親習廚，以烹調高級功夫粵菜為長。其中，花膠燴雞絲羹用料豐富，令人齒頰留香。招牌菜大紅片皮乳豬以炭火烤製，油香四溢。菜單上亦有不少傳統菜式，如雞子戈渣、陳皮蒸牛肉餅等，皆值得一試。。。
347,我想食寧波菜，你有冇邊間推介呀？,你可以考慮吓甬府，呢間餐廳為集團於香港開設的首家分店，高聳樓底配上水晶燈和玻璃魚形裝飾，像在海洋中熠熠生輝。主打東海海鮮，大多從寧波每天新鮮運抵，配搭本地上乘食材，炮製出富傳統風味的寧波菜。菜單上可見工序繁複的手工菜式，推薦招牌菜十八斬，以秘製醬汁醃製，肉質鮮甜，蟹膏豐膄。設最低消費，宜先查詢並預訂菜式。。。
348,我想食滬菜，你有冇邊間推介呀？,你可以考慮吓留園雅敘，呢間餐廳開業多年的留園雅敘環境素淨優雅，擁有不少忠實顧客，當中不乏一眾老上海，侍應亦會親切地以流利上海話為客人點菜。菜單網羅各式正宗滬菜，不論是清炒蝦仁、松子桂魚或紅燒元蹄等經典小菜，還是需預訂的鮑魚紅燒肉和小米刺參雞湯，均呈現上海菜的大器風格。推介花雕醉乳鴿，皮爽肉嫩，吃罷濃郁酒香溢滿口腔。。。
349,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓坤記煲仔小菜，呢間餐廳裝修帶有濃烈的香港風情，除了供應傳統港式小炒，晚上亦提供煲仔小菜及煲仔飯。其馳名煲仔飯混以三種米，烹調時瓦煲底的油滲進米粒內，令米飯特別香滑軟糯；控制得宜的火候則令香脆可口的飯焦得以形成。由於製作需時，建議到店後先選好煲仔飯，再慢慢挑選其他鑊氣十足的煲仔小菜。。。
350,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓萬豪金殿，呢間餐廳室內設計以中式庭園為主題，牽牛花玻璃吊燈充滿特色。菜單包括自家製點心、生猛海鮮和精緻粤菜，傳統與創新兼備。貴妃叉燒選用西班牙黑毛豬，肉質纖細，香味濃郁。杏仁濃湯煎花膠外脆內軟；金殿花膠鮮魚湯由三種魚熬煮而成，鮮甜味美。不妨以世界各地的美酒配搭佳餚，部分菜式需提前預訂。。。
351,我想食意大利菜，你有冇邊間推介呀？,你可以考慮吓Giando，呢間餐廳意籍廚師Gianni Caprioli名下餐廳眾多，此店可視為其珍寶，自有其因由。位處鬧市中的寧謐一隅，別有洞天，室內設計精巧富心思；戶外座位氣氛輕鬆，適合用餐或淺酌。菜單中網羅意大利各地區的特色風味菜式，推薦招牌自製捲意粉及米蘭式小牛扒。酒單由身兼侍酒師的釀酒師設計，包羅多樣的意國佳釀，不妨細酌一番。。。
352,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓Tate，呢間餐廳灰褐、淡粉紅、磨砂金三種色調拼湊出餐室細膩、優雅的氛圍。晚市的八道菜套餐選用西班牙海鱸魚、本地三黃雞、澳洲和牛等優質食材，在法國料理基礎上加入中式元素，每道菜都精緻無比。只在周五、六午膳供應的六道菜套餐，菜式與晚間截然不同，帶來另一種體驗。除了餐酒配搭服務，亦提供雞尾酒和清酒。。。
353,我想食雞肉串燒，你有冇邊間推介呀？,你可以考慮吓Yardbird，呢間餐廳餐廳人流不絕，建議於網上訂座，否則須排隊等候。其二十多款串燒選用本地三黃雞，除了常見的雞胸、雞翼、雞皮等，也提供雞心房、甲狀腺等珍奇部位。特別推介伴以醬油和蛋黃的雞肉丸，其表面烤至香脆且帶備長炭的誘人香氣。酒品種類繁多，包羅日本威士忌、清酒及雞尾酒。。。
354,我想食法國菜，你有冇邊間推介呀？,你可以考慮吓珀翠，呢間餐廳璀璨奪目的水晶吊燈、高貴的絨布簾幕與一絲不苟的餐桌佈置，讓餐廳披上了奢華的巴黎沙龍外觀，窗外美不勝收的海景更是錦上添花。餐單上供應的是經典法國菜，廚師團隊搜羅來自法國及全球各地的名貴材料，並以出色的技巧演繹。酒窖內的佳釀多不勝數，包括多個自1928年起產自珀翠酒莊的年份葡萄酒。。。
355,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓夏宮，呢間餐廳以北京故宮為設計靈感：大紅色餐椅配搭中式屏風，並飾以絲綢畫作、雕塑和水晶吊燈，營造出宮廷氣派。菜單包羅傳統廣東名菜，出品水準穩定，招牌菜包括沙薑豬腳仔、蠔皇吉品鮑魚、脆皮炸子雞、各式燉湯等，部分須提早預訂。除了經典菜式，季節菜單和午市供應的點心也深受食客喜愛，午市經常一席難求。。。
356,我想食創新菜，你有冇邊間推介呀？,你可以考慮吓摩，呢間餐廳選址滿佈特色古玩小店的摩羅街，餐廳名字亦與之呼應。室內裝潢以米色為主調，並大量採用弧形設計，整體氣氛舒適和諧。料理則以黃豆為中心，廣泛使用豆瓣、腐皮、豆漿、豆豉等各種黃豆製品，糅合歐陸烹調技巧，呈現風味獨特、質感豐富的菜式。菜單隨季節變更，當中，麻婆豆腐是這裏的標誌菜式。。。
357,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Racines，呢間餐廳兩位主廚來自法國南部，曾共事多年，他們以家族食譜帶領客人踏上美食之旅，正正貼合Racines在法文解作「根」的意思。餐廳採用法國及本地的時令食材，並在經典法式料理融入現代元素，菜式精緻細膩。午餐僅在週末供應，晚市提供五或七道菜的套餐，並隔月更換。建議訂座，惟不招待十一歲以下兒童。。。
358,我想食越南菜，你有冇邊間推介呀？,你可以考慮吓Mâm Amis，呢間餐廳牆上的越南風景畫，加上復古吊燈和藤編椅子，令人彷彿置身在越南的老房子。廚師團隊也來自當地，菜式風味地道，包括具特色的碳烤和湯粉，亦有提供素食菜式。推薦碳烤河蝦，選用彈嫩鮮甜的越南蝦，烤得焦香四溢。湯粉品種多樣，湯底滋味且分量充足。咖喱辣蟹和越南烤豬適合多人分享，但須提前預訂。。。
359,我想食越南菜，你有冇邊間推介呀？,你可以考慮吓Ăn Chơi，呢間餐廳小店由夫妻二人主理，亮黃色牆面、彩色膠椅、斗笠等都極具越南風情。菜單以當地小吃為主，包括配料豐富的法包，也有每天轉換地域風格的越南粉。此外，姜公呂望烤魚也值得一試，廚師在傳統上加以改良，以比目魚配上自製的發酵魚醬，風味獨特。雞蛋咖啡和越南精釀啤酒充滿地方特色。如不欲排隊建議提早到埗。。。
360,我想食川菜，你有冇邊間推介呀？,你可以考慮吓井巷子，呢間餐廳曾於成都受訓的主廚烹調風格糅合現代元素，並擅長運用世界各地的食材，例如西班牙向日葵甘栗豚、鹿兒島A5和牛、斯里蘭卡肉蟹等，帶來不一樣的川菜體驗。其招牌菜成都清湯水煮黑珍珠，以豬骨湯取代紅油湯底，味道不失麻辣，但較傳統做法清爽，也能帶出魚肉的鮮甜。小菜如混椒肥腸亦非常出色。。。
362,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓L'Envol，呢間餐廳水晶吊燈、上等木材和雲石佈置，塑造出優雅的環境，開放式廚房讓人一窺法國主廚的手藝。服務無微不至，帶來精緻難忘的用餐體驗。僅提供套餐，皆以海鮮為主，不過菜單內容不時更新。當中，以日本海膽及法國小紅蝦製作的北海道海膽盒鮮味可口，絕不能錯過。獨家代理多款餐酒，並設杯裝，不妨向侍酒師查詢。。。
363,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓潤，呢間餐廳有別於一般粵菜餐廳，室內設計呈現歐陸風格，既舒適又優雅。主廚洪志光師傅以傳統粵菜烹調技巧，配合環球優質食材製作佳餚，口味亦會隨時令變化。菜單中不乏創新、精緻的菜式，例如薑蔥蝦乾焗鮮蟹鉗伴千層造型精緻，鮮味十足。同時提供素食及無麩質套餐。侍酒師和茶師均服務專業，令用餐體驗錦上添花。。。
364,我想食街頭小吃，你有冇邊間推介呀？,你可以考慮吓品味，呢間餐廳這外賣店由居港多年的越南店主開設，主打越式法包，提供五款配料組合，如越南進口的扎肉、肥瘦相間的叉燒等，法包每日新鮮烘焙，口味地道。另有撈檬和越南咖啡供應。。。
366,我想食泰國菜，你有冇邊間推介呀？,你可以考慮吓泰麵，呢間餐廳位於地標藍屋旁邊，餐室以舊傢具、古老小販檔陳設、泰式鐵標牌裝飾，充滿懷舊泰式風情。熱愛泰菜的主廚望透過街頭小吃呈現泰國風味。逾半食材每天由當地直送到店。招牌船麵不容錯過，湯底於早上開始製作，經六小時熬製，滋味濃郁。愛甜品的不妨一嘗泰式椰子雪糕。店外人龍不斷，繁忙時段宜提早前往。。。
367,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓御寶軒，呢間餐廳御寶軒在香港的首家分店選址在九龍半島地標北京道一號，坐擁無敵維港兩岸景色，加上時尚中帶點中國風的設計－－水泥牆上的立體陶瓷鯉魚和樑柱上的書法－－令人悠然神往！廚房內附設魚缸，每天都有鮮活的海鮮供應。脆米海鮮浸東星、糯米釀脆皮乳豬及胡椒炒蟹是招牌菜。。。
368,我想食時尚法國菜，你有冇邊間推介呀？,你可以考慮吓Épure，呢間餐廳新任主廚來自新加坡，曾在亞洲、歐洲等地的知名餐廳工作，擁有多年烹調高級法菜的經驗。他選用日本以至世界各地的優質食材，並將日本元素融入法式菜餚之中。午、晚市設有不同的精選套餐，味道出眾而不花巧，不妨佐以經過精心配搭的餐酒。餐廳位處購物熱點，逛累了不妨到餐廳附設的咖啡廳享用下午茶。。。
369,我想食湘菜，你有冇邊間推介呀？,你可以考慮吓書湘門第，呢間餐廳廚師團隊來自湖南，廚藝基礎扎實，出品風味正宗，尤其炒煮菜式鑊氣十足。大部分食材同樣由湖南進口，例如從農戶採購而來的煙燻臘肉和各種辣椒。推介菜式包括經四個工序以十小時製作的霸王肘子，還有攸縣香乾炒肉、乾鍋有機花菜等。部分食物設不同辣度，即使不能吃辣也能享用美食。。。
370,我想食新疆菜，你有冇邊間推介呀？,你可以考慮吓巴依，呢間餐廳開業多年，標誌性的巨型絲路圖始終佔據着店中央的顯眼位置。同是新疆人的廚師團隊與店主合作無間，一直堅守着同一使命：為客人提供地道而優質、價錢相宜的正宗新疆菜，當中不乏羊肉特色菜，如手抓肉、羊肉串燒和足夠二人享用、需預訂的烤羊腿等。此外，大盤雞和酸奶也值得一試，店主更不時加入新菜式。。。
371,我想食台州菜，你有冇邊間推介呀？,你可以考慮吓新榮記，呢間餐廳新榮記把台州風味帶來香港，堅持採用優質新鮮的材料，尤其推崇東海海鮮。烹調上着重原汁原味，僅以薑、葱、蒜配合簡單調味料，帶出食物自身味道。除了家燒黃魚、黃金脆帶魚、家燒蘿蔔等招牌菜式，亦提供多款時令菜餚，當中包含一些具地方色彩的口味和組合。部分菜式須提前預訂。。。
372,我想食時尚歐陸菜，你有冇邊間推介呀？,你可以考慮吓Auor，呢間餐廳新加坡主廚堅持親自製作每道佳餚，巧妙地融合歐陸菜式及亞洲精髓，同時不忘加入其家鄉元素。採用世界各地的時令食材，晚市菜單內容隨四季更迭，表達對生命循環不息的讚頌；午市菜單每月變更，風格相對輕鬆隨意。青咖喱龍蝦為主廚得意之作。用餐環境舒適，葡萄酒種類齊全，加上親切友善的服務，令人感到賓至如歸。。。
373,我想食粵菜，你有冇邊間推介呀？,你可以考慮吓金紫荊生記，呢間餐廳於2021年開始由生記接手營運，廚房團隊以新鮮、優質食材及時令海鮮，炮製口味地道的粤菜及精美點心。菜單上除了生記四十多年來的傳統招牌菜式，更加入限量供應的懷舊手工菜，如金錢雞和香葱海鹽煎馬友，後者以整條馬友起肉去骨製成，調味出色，十分可口。餐廳毗鄰金紫荊廣場，坐擁醉人維港美景。。。
